iter	RMSE
0	0.1602029884
1	0.1503219794
2	0.1415992129
3	0.1341895793
4	0.1278718884
5	0.1217623836
6	0.1171160464
7	0.1126073669
8	0.1085505817
9	0.1052985873
10	0.1009437584
11	0.09702590998
12	0.09374891864
13	0.08977807297
14	0.08704153203
15	0.0845467057
16	0.0822262003
17	0.07997313139
18	0.0778059315
19	0.07628559167
20	0.07504809782
21	0.07355152195
22	0.07245150875
23	0.07152423432
24	0.07034223549
25	0.06956068278
26	0.06884975571
27	0.06808030169
28	0.06700996122
29	0.06620365293
30	0.06559370026
31	0.06522089497
32	0.06468995797
33	0.06394015827
34	0.0632829835
35	0.06275816654
36	0.0624736179
37	0.0622997315
38	0.06206962016
39	0.0618598218
40	0.06153047442
41	0.06137168337
42	0.06106552251
43	0.06095413155
44	0.06081981268
45	0.06055986541
46	0.06042566905
47	0.06017393949
48	0.06007173742
49	0.05991644066
50	0.05935071637
51	0.05904568253
52	0.05890589134
53	0.05883413841
54	0.05862006735
55	0.05841325903
56	0.05797621129
57	0.05786368875
58	0.0577813152
59	0.05759149051
60	0.05743593863
61	0.05728448794
62	0.05723676491
63	0.0571181925
64	0.05671702899
65	0.05645389577
66	0.05637304853
67	0.0559883882
68	0.05582426308
69	0.05556835953
70	0.05543680587
71	0.05531670997
72	0.05525044993
73	0.05510738123
74	0.05504142357
75	0.05481742161
76	0.05452749147
77	0.05441797391
78	0.05419280559
79	0.05400895718
80	0.05393733129
81	0.05388430723
82	0.05372734633
83	0.05364680121
84	0.05340230769
85	0.05315218527
86	0.0530362334
87	0.0530362327
88	0.05299918313
89	0.0529278064
90	0.05286277078
91	0.05276601386
92	0.05260458581
93	0.05253963868
94	0.05248569885
95	0.05245702635
96	0.0521824743
97	0.0521169915
98	0.0520718253
99	0.0520268982
100	0.05195834421
101	0.0517567585
102	0.0515644324
103	0.05147671757
104	0.05141609543
105	0.05141488462
106	0.05137449289
107	0.0512766201
108	0.05117565214
109	0.05112869105
110	0.05108284384
111	0.05104453031
112	0.05101359025
113	0.05082598775
114	0.05075020296
115	0.05072172104
116	0.05066666599
117	0.05062409716
118	0.05061678699
119	0.05054651245
