iter	RMSE
664	43.66337815
665	43.65169532
666	43.64398823
667	43.62533845
668	43.62504989
669	43.60310209
670	43.57894517
671	43.55633653
672	43.53226368
673	43.49189175
674	43.46279583
675	43.45338345
676	43.41746919
677	43.37370488
678	43.34320462
679	43.32495614
680	43.29839634
681	43.27401209
682	43.24905556
683	43.22083661
684	43.2155828
685	43.200154
686	43.18010864
687	43.17088872
688	43.15101161
689	43.12243148
690	43.10126463
691	43.06769938
692	43.0567161
693	43.01419151
694	42.97635156
695	42.96575806
696	42.94381408
697	42.91279029
698	42.89018862
699	42.87265626
700	42.83597208
701	42.81440649
702	42.78742519
703	42.75365029
704	42.74125551
705	42.70669154
706	42.69359054
707	42.66111222
708	42.64449296
709	42.64331793
710	42.60874589
711	42.58532129
712	42.56509474
713	42.53803094
714	42.53087891
715	42.51178271
716	42.4923845
717	42.48951555
718	42.45085778
719	42.43403991
720	42.40957585
721	42.39965324
722	42.39194119
723	42.37085271
724	42.34848106
725	42.33074456
726	42.31580367
727	42.29479678
728	42.27216256
729	42.25050381
730	42.23267742
731	42.21124726
732	42.19775503
733	42.17736776
734	42.1570526
735	42.13248251
736	42.11371725
737	42.10340383
738	42.08724994
739	42.06290212
740	42.04236789
741	42.02762025
742	42.02044659
743	41.97791524
744	41.954391
745	41.93264214
746	41.9185693
747	41.90335717
748	41.90236305
749	41.87576717
750	41.87021903
751	41.84874944
752	41.82864471
753	41.81070013
754	41.78222553
755	41.75944606
756	41.72690733
757	41.72300744
758	41.71926349
759	41.69532409
760	41.68187094
761	41.65122227
762	41.62378713
763	41.6047807
764	41.58495612
765	41.55470924
766	41.53352594
767	41.50393377
768	41.48741546
769	41.46114708
770	41.43663411
771	41.4086732
772	41.38897917
773	41.36495366
774	41.32883634
775	41.32227751
776	41.30647108
777	41.29453185
778	41.27985463
779	41.27014242
780	41.26092437
781	41.23180795
782	41.22502551
783	41.1970968
784	41.18269961
785	41.18154182
786	41.17533577
787	41.14309278
788	41.11568586
789	41.10151514
790	41.08084242
791	41.08037228
792	41.05016813
793	41.01569764
794	40.99262765
795	40.98790656
796	40.97910066
797	40.96452044
798	40.94617122
799	40.93584158
800	40.91020606
801	40.88383069
802	40.87515152
803	40.85711327
804	40.84978091
805	40.83982387
806	40.82389794
807	40.81288792
808	40.80317597
809	40.77580151
810	40.76589693
811	40.7460744
812	40.74521399
813	40.72495127
814	40.71784682
815	40.70042311
816	40.67807867
817	40.65286849
818	40.6496211
819	40.62229697
820	40.60317708
821	40.5900461
822	40.56978421
823	40.55977788
824	40.5549685
825	40.53769133
826	40.52048565
827	40.50813033
828	40.49946801
829	40.47571554
830	40.46719455
831	40.4442101
832	40.42993486
833	40.42590172
834	40.40536966
835	40.39603535
836	40.39602538
837	40.39488385
838	40.38267448
839	40.37771623
840	40.35457314
841	40.35032908
842	40.3333677
843	40.31657166
844	40.2974577
845	40.29642879
846	40.27880594
847	40.27160369
848	40.23262612
849	40.20316729
850	40.18457637
851	40.16347354
852	40.15246355
853	40.13427677
854	40.12362515
855	40.10252536
856	40.07551349
857	40.06145343
858	40.05131375
859	40.03679914
860	40.0203038
861	40.00043409
862	39.98036942
863	39.97801639
864	39.97701083
865	39.95178142
866	39.93434831
867	39.92643267
868	39.89997713
869	39.88175549
870	39.85444939
871	39.83080921
872	39.8168439
873	39.79608342
874	39.78086356
875	39.77201696
876	39.76668922
877	39.75882723
878	39.74120903
879	39.72637993
880	39.70044589
881	39.67515837
882	39.64725909
883	39.6464377
884	39.63134662
885	39.60762798
886	39.59081126
887	39.56678589
888	39.56082921
889	39.54109635
890	39.52302146
891	39.50871402
892	39.49451011
893	39.47411244
894	39.45538885
895	39.4273145
896	39.409691
897	39.40676623
898	39.38677267
899	39.37268046
900	39.3590424
901	39.33728372
902	39.33348039
903	39.32843616
904	39.31449837
905	39.30393572
906	39.29115599
907	39.26916774
908	39.26515505
909	39.2542843
910	39.23841653
911	39.22718434
912	39.20718764
913	39.18377007
914	39.15802243
915	39.1580094
916	39.14245744
917	39.13166398
918	39.11624696
919	39.08812694
920	39.07331593
921	39.06291364
922	39.04337213
923	39.0389766
924	39.01744146
925	39.00166964
926	38.98938378
927	38.97145077
928	38.95567533
929	38.93387066
930	38.92300339
931	38.89982666
932	38.89104876
933	38.87732964
934	38.87239184
935	38.84360142
936	38.81441971
937	38.79083077
938	38.78025261
939	38.76622362
940	38.75265023
941	38.74970031
942	38.7357808
943	38.72668761
944	38.71244008
945	38.69855257
946	38.68446911
947	38.65687768
948	38.64958076
949	38.64935774
950	38.64171381
951	38.63489942
952	38.62450147
953	38.61551806
954	38.60356112
955	38.60263894
956	38.58347303
957	38.56041388
958	38.54099219
959	38.52806417
960	38.51305035
961	38.4851915
962	38.47035885
963	38.45348926
964	38.44164852
965	38.44163283
966	38.41365187
967	38.39157932
968	38.39068844
969	38.37664363
970	38.37570552
971	38.35641273
972	38.31734718
973	38.30967187
974	38.29408625
975	38.29016964
976	38.28820946
977	38.26286633
978	38.2521536
979	38.22794631
980	38.21428476
981	38.20164258
982	38.19179479
983	38.16633439
984	38.15340162
985	38.12788187
986	38.12214335
987	38.09905507
988	38.0871913
989	38.08624094
990	38.08491433
991	38.06607057
992	38.03887272
993	38.01788788
994	38.01256075
995	38.01168431
996	38.00018444
997	37.9914774
998	37.97218185
999	37.96905895
